content,score,Label
Kenapa pas belanja . Pas mau pesan producknya ada cashback tp pas pesanan datang .dan selesai cashbacknya ga ada .koin tidak bertambah. Sudah buat voucer casbacknya .ttp tidak ada. Dan ini sudah beberapa kali terjadi. Saat saya belanja .ditoko yg ada cashbacknya.,4,1
untuk aplikasinya cukup bagus aku bisa belanja di sini tanpa harus keluar rumah tapi tolong lagi di perbaiki videonya pas mau liat videonya malah blurr gak hd gitu,5,1
"Sebenarnya aplikasinya bagus, hanya ada sedikit kendala di pembayaran tagihan Shopee playleter nya. Kenapa tagihan yang sudah dibayar belum dikonfirmasi takut ada panggilan dari pihak Shopee atas pembayaran yang belum dilunasi. Semoga kedepannya di tingkatkan kembali.",3,0
Semakin lama memakai plikasi shopee bikin otak panas.udah lemot orderan lambat.fitur spylaternya di nonaktif..hadeh..?? Pantas aja retingnya gak naik. Kalah sama apk sebelah. sama2 blanja kes. Mendingan langsung ke toko terdekat. Paling selisih 20/ 30 ribu aja .bebas milih. Barang di shopee memang murah sih. Tp belum ongkirny.belum waktu nya harus nunggu.kadang lewat estimasinya aja barang blm datang.,2,-1
Aplikasi bagus saya pengguna baru tapi puas mau menerima paket di cek langsung saat kurir kasih paket law g sesuai dengan pesanan bisa di cancel langsung,5,1
Setelah di update tidak bisa mengakses halaman produk di akun penjual... Sudah coba uninstall dan install ulang sembuh sebentar tapi kambuh lagi... Tapi kalau pakai apk versi lama di hp yg lain halaman produk bisa di akses normal... Tolong di r Perbaiki ya.,4,1
Saya sebagai penjual gabayar iklan ga dapet penonton ga ada yang masuk sama sekali bayar iklan udah ada yg masuk cuma berapa langsung ilang paling cuma dapet penonton dikit 10 menitan penonton habis lagi mau nyari untung nya doang ni pihak kenapa akun saya tidak ada penonton yg masuk saat live padahal gakena pelanggaran sama sekali saya merasa kesal dgn ini udah gitu paket saya ada yg hilang didobel resi sama pihak ekspedisi jadi satu alamat 2paket dan ga ada kejelasan,1,-1
"Kadang pesan barang tidak sesuai,Uda tulis pesan yg diinginkan,malah pemilik toko bilang pesan ga ada tercantum, tolong di teliti.",4,1
"Aplikasi yang paling membantu, cuma tolong untuk ngebug, dll nya di perbaiki ya, kadang bug/lag nya itu bikin panik pas udah CO/top up",5,1
"awal² puas banget belanja di shopee.tapi skrg makin kesini makin ribet belanja di shopee terlalu banyak biaya ini itu. .. knp makin aneh ya, sbntr² update. tgl 5 update tgl 8 udah harus di update lagi. hadeuhhhhhhhh",3,0
"Sekarang kalo mau download fto malah kaya vidio gitu. Gk langsung download gambar. Dlu mudah kalo mau download gambar skrg jdi susah, malah ada harga nya juga. Tolong kembalikan shopee yg dulu kalo download gambar.!",1,-1
"mudah mencari barang-barang dan kebutuhan yang di inginkan dan kalau bisa sih untuk jangkauan wilayah Sulawesi Tengah ongkirnya kemahalan, semoga bisa lebih standar harga ongkirnya makasih",5,1
Mantapzzzzlah e comerce Orange ini harga bersaing tapi saya kecewa saat ikut flash sale barang sudah di keranjang tapi ga bisa di CO !!! Tolong benahi lagi sistemnya ya !!!!,5,1
Shopee memang terkenal bagus bagus barangnya tapi saya sering ketipu kalo belanja dishopee.padahal ulasan ditokonya bagus bagus pas datang malah barang jelek.udah gitu ngirimnya pake ekspedisi yg diluar shopee.jadi gak bisa cek dulu.harus langsung bayar.tolong dong toko toko penipu diblokir ajh biar gak ada korban lain. Sama pengirimannya suka lama banget.saya sering mesen yg diluar jabodetabek suka sampe 10 harian nyampe nya kadang lebih.,5,1
"Kecewa gk bisa COD lagi,,, padahal saya ngorder hampir setiap hari,,, hanya gara2 kurir nggk ngantar satu barang,,, padahal saya sdh upayakan agar barangnya sampai ke saya,,, tapi ttp aja COD saya di stop",5,1
"Sekarang malah ada biaya cicilan,,padahal tahun2 dan bulan2 kmren tidak ad..respon ke cs sangat ga guna..pelayanan lambat dari pihak shoope sendiri.. Ganti ke toko lain saja..sangat sangat mengecewakan akhir2 ini.",1,-1
"Entah kenapa setiap mau menonton vidio di shoppe, mau cekin harian, mau mau game di shoppe, mau cek out, mau ngecek pengiriman tiba-tiba tidak ada jaringan internet, padahal sinyal nya lancar ....",3,0
Terlalu banyak yg harus Saya kata kan puas sekali dan yg lbh Saya sukai pengembalian dana kalau toko terlambat pengirim pesan dan kalau kita batal pesanan.setiap Saya ke indonesia pasti langsung belanja dishopee. I love you much shopee .,5,1
"Alasan saya ngasih bintang 1,karena ini apk scam, saya pesan paket 1 bulan lalu kagak sampai2 sampai kiamat pun kagak sampai2, sampai ada aktor luar negri disuruh bilang:shopee garansi tepat waktu, mana ada Shopee tepat waktu malah lambat waktu, saya bayar ongkir mahal2 eh paket kesasar sampai pluto saya itu ngisi alamat itu lengkap:jalan rt/rw, desa, kecamatan, kabupaten, propinsi, pulau, negara, benua, planet, galaksi semua lengkap tapi kayaknya kurirnya ngebug, buta map",1,-1
"Disini karena saya baru Log In akun Shopee yang baru. saat saya mau menyelesaikan proses Checkout, saya mendapatkan notifikasi yang berisikan bahwa ""Anda sudah memakai promo sebelum nya jika tetap di lanjutkan maka akun anda akan di blokir"". Saya bingung karena ini pertama kali saya daftar di akun baru saya namun sudah mendapatkan ancaman seperti ini padahal saya sebelum nya belum juga melakukan Checkout barang dengan promo ini sebelum nya. tolong di jelaskan maksud nya :)",1,-1
"Hp sebelumnya hilang, malah suruh login dengan scan pakai hp sebelum nya. Complain sudah berminggu-minggu, dibilang silahkan coba login, malah sama aja diminta scan pakai hp lama. Sama sekali nga ngerti permasalahan, menu bantuan template, cs cuma robot, email robot. Shopee apk belanja paling jelek, Tokopedia jauh lebih bagus",1,-1
sangat bagus dan selalu sesuai pesanan barang selalu bagus tetapi sekarang gak bisa bayar di tempat kenapah yaaah😭padahal udah nyaman banget pake shoppe,5,1
"Sejauh ini bagus, , cuma kadang suka ngelag.atau seperti nyangkut kalo lagi nyari/klik produk yg satu, lalu klik produk yg lain lagi, lalu klik yg lain lagi ( bertindihan banyak klik), jadi lola",5,1
Saya sangat puas sekali apapun yg saya mau di shoppe banya pilihan barang original ga kaleng kaleng. pelayanan nya pun ramah kurirnya dan Berbelanja jadi lebih mudah.barangnya pun sesuai ke inginan saya.terima kasih shopee saya kasih Bintang dan jempol 7 ⭐⭐⭐⭐⭐⭐⭐👍👍👍👍👍👍👍,5,1
"Awal beli pengirimannya cepat, tapi sekarang kalau pesan barang, pengirimannya sampe 2 Minggu. Lama bingitss Tolong ya dipercepatin pengirimannya",1,-1
"Saya mengajukan pengembalian dana karna barang tidak sampai. Dan sudah jelas bahwa barang pesanan saya dikembalikan ke penjual. Tapi uang saya belum kembali. Prosesnya lambat, tertulis bahwa pihak shopee akan menghubungi kembali pada 30 agustus. Pdhal pengajuan saya tgl 05 juli. Alasan dan bukti sudah jelas, namun prosesnya sangat lambat. Bukan salah pembeli, tapi pembeli yang dirugikan😌",1,-1
"Saya kecewa ya kalok mau bayar pakai Shopee pay atau mau chat cs Shopee nya pasti selalu ada ""sedang downloading sedang memuat fitur"" udah di tinggin gk bisa"" akhirnya di batalin pesanan nya apa itu hanya di akun Shopee ku aja ya tolong di benerin mau belanja jadi gk jadi mau di tf ke bank lain gk bisa tulisan kyk gitu lagi",2,-1
"Belanja di sini menyenangkan tapi sy agak kecewa setelah ganti ekspedisi paket saya JD bermasalah pertama paket saya hilang dan kedua ketika pesanan sya akan di antar kurir spx harusnya ada chat konfirmasi bahwa paket saya akan di antar hari itu juga, tp setelah sya telpon kurirnya bilang no sya tidak bisa di hubungi,biasanya klau jnt yg tangani tidak pernah macet paket saya karna ketika paket sudah sampai pasti ada chat dr pihak jnt yg ingin konfirmasi ke saya ,",3,0
"banyak barang palsu yang dijual , video shopee yang diunggah gak jelas / gak pantas. banyak produk naik harga , kebanyakan diskon untuk mengundang konsumer utk membeli lagi-dan-lagi 🤦🏻‍♀️",4,1
makin lama makin lelet... perbaiki Dong... sekarang daya tidak bisa kirim poto/video .. untuk bukti dan ulasan... padahal suda aku laporkan langsung lewat CS... NASIB KUU LAAAAHH..... saya sudah melakukan itu... tapi hasilnya sama.... padahal kalau saya beri bintang 5 dan ulasan yang bagus... juga video yang bagus saya berpeluang akan mendapatkan 500000 dari toko tersebut kalau beruntung... kalau gini.. gak ada kesempatan dong...,1,-1
"Suka banget belanja disini selain murah dan freee ongkir pengiriman juga cepat, tapi kenapa di akhir akhir kok bagian kota saya ada Expedisi SPX sedangkan disini kantornya tidak ada, jika tidak sengaja pesan dan pengiriman barangnya tidak sampai bahkan sampai di return, andai aja selalu JNT pasti tidak mengeluh seperti ini, itu kendala terbesar sihh mau belanja tapi Expedisi nya SPX, seller rugi packing kita juga sebagai pembeli merasa kecewa, semoga ada perubahan ya🥰🥰",5,1
"Saldo mencukupi buat pembayaran shopeepay, tapi gak bisa di gunakan gara-gara kebijakan baru, payah lah mau gunain uang sendiri malah di persulit",1,-1
"gila ya marketplace terbesar no. 1 kualitas nya gabisa diperbaikin lagi apa? kirain data saya yg ga stabil, kirain emg hp saya yg lemot ternyata emg aplikasi nya bener2 nguras emosi setiap lagi scroll tiba2 ngelag, tiap mau check out tiba2 ngelag, udh di update terus udh dibersihin cache nya udh longgar ram rom nya juga ttep begitu terus, tolong ya pihak shopee lebih di perbaikin lagi ini marketplace no. 1 loh jgn bikin malu deh nama doang besar tpi aplikasi nya ga diperbaiki dgn lbih baik!!!",5,1
"Terimakasih Shopee atas kemudahan belanja,jaga agar tetap aman dan nyaman,banyak fitur lainya,cara pembayaran & pengiriman cepat..",5,1
"barusan update Shopee,waktu udh selesai dan buka aplikasinya malah ke log out 😭 padahal banyak barang bagus yg udh dimasukin ke troli dan mau di chek out,malah ilang semua",1,-1
"Untuk saat ini saya kurang suka dengan jasa kurir spx, karena barang yang harus di kirim hari ini bisa pulak di cancel karna penerima tidak ada dirumah, sedang orang di rumah saya banyak yang mau ambil paket nya dari kurir, kalau boleh saya kasih saran masukkan lagi J&T karna pengiriman nya sangat cepat",2,-1
"Tolong lah apk nya diperbaiki sebaik mungkin. Udahlah sering freez tiba-tiba logout buat liat detail produk aja ga bisa dipencet satupun, padahal sinyal lancar. Ditambah lagi sering update, masak seminggu 2x update. Makin diupgrade makin ngaco ni apk shopee, padahal kan shopee bukan sekedar beli barang saja tapi sebagian orang penghasilan nya itu dari shopee. Kalau macet gini apk nya gimana orang nyari rejeki. Tolong cs/tim Shopee perbaiki apk nya",1,-1
Saya sedang bermain game dan tiba2 ada iklan shopee yang mengganggu kesenangan aku saat bermain game iklannya juga membosankan. Dan kalah akh tidak sengaja memencet iklannya langsung di masukkan ke play store. Itu saja keluhan ku aku rate bintang 1 karna di semua apk muncul iklan shopee jadi saya kesal,1,-1
"Hanya karena salah satu ""akun Shopee"" saya emailnya hilang/kehapus, Data Pribadi saya di Aplikasi ""Akun Shopee Pay"" diambil dan tidak diperbolehkan di hapus, dipindahkan, ataupun di ajukan, bahkan ketika laporan ke CS, malah diperibet",1,-1
Saya suka dengan Shoppe karena Shoppe saya bisa belanja dengan online dan tidak perlu ketoko nya saya juga suka dengan pelayanannya karena ramah baik dan tidak ceroboh Shoppe aplikasi yang bagus.,5,1
"Kenapa setiap kali saya pesen barang udah checkout di apk Shopee ujung"" nya harus nyantumin no. Hp, tapi setelah saya udah saya kasih malah ada pemberitahuan kalau no. Hp udah tercantum di akun lain. Dan nggk jadi bisa pesen barang nya.",1,-1
Gila. Aplikasinya nge bug sekali. Masa ada notifikasi salah satu produk habis tapi notifikasi info pengiriman tidsk muncul sama sekali,1,-1
"Saya mengajukan pinjaman Spay dari aplikasi shoope dan berhasil, akan tetapi kenapa saya tidak dapat mengajukan pinjaman lagi??? Saya baru pertama kali meminjam dengan limit 750.000, dan di sistem tertera angusannya selama 3 bulan ( 1 bulan 315.000, 1 bulan 315.000, 1 bulan 320.000) dan ini semua saya lunasi hanya dalam jangka waktu 1 bulan 7 hari itunpun pelunasannya tidak pada tanggal jatuh tempo yang di tentukan, tapi kenapa saya tidak lagi dalat mengajukan pinjaman? Dan tidak nambah limit?",1,-1
Jangan memonopoli pengiriman kita pilih pengiriman lain malah hasilnya SPX..ada barang yg bersifat urgen misal sepatu untu seek dipakai di sebuah mini iven.tapi karena kelamaan akhirnya tidak bisa dipakai dan sangat lama pesanan sampai ke tangan pembeli.. selanjutnya penamaan shopeeexpress diganti pakai nama shopeeLAMBAT Info : Terus ada juga kurir SPx wilayah Ternate Utara.yang setiap mengantar pesanan dia hanya menunggu diatas motor dan menunggu pembeli keluar untuk mengambil paket.,3,0
"Shopee sekarang uda gk rekomendat.. pinjeman 2 bulan uda di lusanin di awal bulan pertama,. lngsung lunas, skrng mw pinjem lagi bk bisa, limit cmn 750 ja susah bner,. abis nie sya gk mw pake lgi Shopee, uda gk konsisten.. angsuran 2 bulan, lngsung sya lunasin di bln pertama, mala bk bisa pinjem lagi.. sya kecewa..",1,-1
"Mantap beragam barang tersedia, cocok bagi kaum mager, tinggal notol pencet barang sampe dirumah. Kemudahan di segala produk dan item. Rekomendasi pake Shopee kawan",5,1
"Ketika masuk langsung dibawa ke shopee live, sangat mengecewakan jaringan tambah lelet. Jika begini terus lebih baik tidak menggunakan shoope",1,-1
"Aplikasinya sangat bagus, namun sering ngelag atau layar barangnya ga bisa di swipe. Dan 1 lagi, saya lg checkout barang emang pesen 1, tapi kenapa bisa ke checkout 2x barang? Padahal sama sekali ga pesen 2x malah mesen 1x. Harga ga masalah cuma ya bugnya di baikin lah..",2,-1
"Sangat membantu sekali , apalagi di spaypinjam dan spayleter meskipun bungannya tidak kecil tapi sangat membantu di waktu kepepet , semoga kedepannya bunga nya semakin kecil",5,1
"Bagus sih banyak voucher diskon bertaburan,,cuman sayang spay sama spinjam nya ga pernah di ACC padahal udah member platinum,,Aya dong pihak shopee cek ricek lagi riwayat belanja aku udah sering loh di shoppe masa spay later nya cuman mentok di 60 ribu aja",5,1
setelah pembaruan Shopee nih aneh. di buka aplikasi malah langsung nonton live video. saya download Shopee untuk belanja. bukan untuk nonton live video. jadi sy tidak butuh live videonya. kenapa tidak langsung beranda yang di tampilkan ketika dibuka aplikasinya.,1,-1
"Makin lama aplikasi Shopee makin SAMPAH, banyak bug, padahal sudah di FILTER liat 1 barang, trus balik posisi nya DEFAULT, tidak ter filter, terpaksa filter lagi, abisin waktu, kuota & energi, dan sekarang OPSI PENGIRIMAN sdh ga bisa pilih2 lagi, saya sudah update aplikasi di goggle play store yg SHOPEE & LITE, ttp ga bisa, saya itu langganan SHOPEE dari awal, silahkan cek catatan akun saya, apa saya harus jadi langganan toko online IJO & BIRU? kayak nya bagian IT nya MOYUNG, minim pengalaman",1,-1
"Halaman pesanan (alamat dan ekpedisi) tidak fresh setelah pembatalan untuk ganti alamat, harus tutup buka aplikasi baru muncul tampilan update.",4,1
"sistem nya aneh... beli barang, trus pengiriman ada 2 opsi. JNT dan SPX. ya pilih JNT lah, udah konfirmasi. 10 menit kemudian ngecek lagi eh brubah otomatis ke pengiriman SPX... asem lah. edit: ini juga setelah aku ubah kak. tetep berubah ke SPX",1,-1
"aplikasi yang sangat berguna, dan juga mudah untuk digunakan kita bisa mendapatkan barang yang kita suka dengan kualitas yang cukup tinggi dan juga bisa hemat belanja suka suka ❤🥳",5,1
Ga pernah memberi solusi dari masalah yg saya hadapi...spaylater saya sudah lama dilunasi tp masih blm diaktifkan kembali.....mending belanja di olshop sebelah ga ribet kaya aplikasi ini....auto uninstall dah,1,-1
Aku kecewa banget sekarang pengiriman nya ga kaya dulu lagi kecewa pakai banget ini lah kenapa aku sekarang jarang co di apk ini yang aku takutkan terjadi dan masalah keamanan akun pun sekarang minim banget kemarin berapa kali akun aku di salah gunakan oleh orang yang tidak bertanggung jawab!!!! Semoga kedepan nya ga ada kaya gini lagi,2,-1
"Tolong diperbaiki lagi shopeenya ,, sering bug masalah jaringan terus atau koneksi tidak tersedia pdhl jaringan ny ud bguss,, dn udh d clear cache juga tp msh bug trus""an",3,0
Ini kenapa ya kan ada promo sama gratis ongkir shopypay saya cukup tp gak bisa cek out katanya saldo nya kurang memang sih saldo saya pas² an harga yg mw Saya cek out tolong di bantu biar langsung saya cek out ini hari juga,2,-1
Sistem sekarang sangat merugikan penjual. Bila barang yang dikirim sesuai dengan pesanan pembeli dan dalam kondisi bagus tetapi pembeli salah order kalo dulu tidak dapat dikembalikan karena barang yang dikirim sudah sesuai dengan pesanan pembeli. Kecuali penjual yang salah kirim atau sampai lokasi dengan kondisi yang rusam baru bisa return. SEKARANG sistemnya sangat merugikan penjual. Mau barang sudah benar dengan pesanan pun bisa dikembalikan sesuka hati pembeli. Bagaimana tidak rugi penjual,1,-1
Produk sangat lengkap dan gambar bagus bagus Sayang jasa kirim nya erorr sering telat SPX Terkadang resiko besar belanja disini Yang dipesan apa yang datang tidak sama dengan yg di pesan.,1,-1
"satu akun, satu perangkat. akun di hp lama mati total, sampai sekarang belum menemukan cara pemulihannya. saldo shoopepay hilang begitu saja. udah verifikasi nomor, lolos. tapi verifikasi terakhir harus scan barcode. bagaimana cara scan barcode kalau hpnya mati totall",1,-1
"g jls apknya. saya baru download pas mau cekout ga bisa buka keranjang shopeenya, mau liat ulasannya juga ga bisa, jaringannya sedang jelak padahal jaringan saya bagus",4,1
Kenapa aplikasi sering eror sdh beberapa hari tidak stabil seperti biasanya kok koin nya tidak bisa diklaim dan msuk disaat live tolong aplikasi dibuat di stabil lg .,2,-1
"Tolong kalau adain voucher itu yang bisa dipakai, beberapa kali klaim voucher tapi ga bisa dipakai_- Loading parah, harga di etalase sering berubah setelah mau check out, tolong banget kalau mau diadakan diskon beritahu tokonya karena beberapa kasus dapat diskon dari shopee tapi pihak toko merasa tidak memberikan diskon akhirnya barang tidak dikirim atau dikirim barang random bahkan hanya bubble wrap aja. Tolong perbaiki yaa development shopee agar kenyamanan customer terjaga",3,0
"Aplikasi sangat membantu dalam belanja tapi nge lag banget kalo buka keranjang padahal kalo buka fitur fitur lain biasa aja, jadi males mau check out",3,0
"aplikasi olshop ter ngelag yang pernah saya pake, mau hapus cache kek hapus data kek tetep sama aja, jaringan juga 100% lancar tapi aplikasi tetep lag, tolong lah di perbaiki, masa aplikasi lag nya serasa kek masuk website terlarang",2,-1
"Bagus. Tapi lemot banget, padahal suka belanja di shopee. Tolong di perbaiki lagi deh, capek saya make nya kalo lemot terus!!!!!!!!!",3,0
"Untung aplikasinya lemot, jadi ga terlalu boros karena kesel duluan pas lagi nyari barang. Apalagi kalau flash sale, pasti kalah.",5,1
Saya sudah lama pakai shoppe apk terlengkap harga terjangkau bisa cod/ non cod semoga apk ini terus berkembang...dan lebih banyakin vouchernya dong jangan hanya pemakaian terbatas saja ...jadi saya tidak perlu beli ofline karna mahal mending di cek out di shoppe lebih murah dan terjangkau,5,1
"Program tanggal kembar apapun itu selalu kehabisan (padahal posisinya jam baru lewat 2-3 detik) 🤣 agak lucu dan gak masuk akal. Beberapa diskon atau cashback yang gede kalo pas dpat, tiba2 aja lgsg keterangannya hilang atau hbis pas mau dipake 🤣",2,-1
"Apk udh terbaru & jaringan aman... pas flash sale 3x muncul server eror ,puzzle udah, pas submit malah ada pemberitahuan server eror, padahal bisa itu dapet flash sale klo gak eror, pdhl dh berharap bgt zzz... walaupun kecewa berat & ngerasa flash sale cuma jadi bahan.. 5 star deh",5,1
"Aplikasi lemot, ada diskon pun gak guna ga bisa di pake. Dan hal yang paling nyebelin pas mau klaim diskon di waktu tertentu malah tiba-tiba loading lama padahal diskon nya di waktu sebentar kek seolah-olah sengaja giliran waktu nya dah habis baru normal.",1,-1
"Sangat buruk, saat diskon kilat beberapa kali voucher tidak bisa digunakan, alhasil itu voucher keburu abis, padahal voucher sudah tertera bisa mengurangi harga bahkan minimum belanja 0, mau di mall, mau di star, yg tertera bisa, tetap saja tidak bisa dipakai, apa itu cuma gimmick? Intinya mempersuah costumer!!!",1,-1
"Setiap flash sale udah di setting kayanya, belum juga setengah menit udah pada abis, ga isa di pake lah, abis lah, atau bisa jadi tiba² ngeleg, suruh mantengin doang ya min wkwk? Tiap flash sale kaya gini trs, ini bukan yg ke sekalinya hahaha",1,-1
"Nggak ngerti sama konsep aplikasinya, satu menit sebelum event ongkir nya masih normal, eh tiba-tiba pas udah event ongkir nya bisa ratusan! Padahal lokasi nya nggak jauh! Belum lagi banyak bug dan lemot parah! Dari sekian banyak apk di hp saya shopee ini yang paling lemot! Berat penyimpanan! Maaf banget kasih bintang 1, sekesel itu soal nya",1,-1
"Minnnn saran dari saya sih,,Adain pembayaran menggunakan saldo seperti dana,gopay,ovo minnn,,,,, soalnya kalo mau belanja jutaan ribet bngt harus ke alpha dulu buat pembayaran, padahal uang di saldo msih banyak, udah min segitu aja thanks.🙏🏻🙏🏻",4,1
"Setelah eror Shopee waktu itu akun saya ke log out dan ketika saya login dengan email yang sama, saya malah mempunyai akun baru dan akun yang sebelumnya hilang. Di akun sebelumnya banyak riwayat transaksi, barang yang di favorit, barang di keranjang dan Shopee pay saya sekitar 30rb an. Saya sedih + kecewa.",1,-1
"Heran, ga sampe 10 detik mau gunain voucher up to 500rb udah ludes, mana lag banget woy lah. Hp ram 8gb internal 256 jaringan 4g+ , ga niat ngasih voucher ya?",1,-1
"Bagus si aplikasi nya tapi kok kalo di buka lama lama sering lag pas mau belanja udah mau pesen 1 barang tapi di kelaranjang ke centang dua barang pas centang nya di ilangin balik terus jengkel tau ga. Lag bangt aplikasi nya padahal penyimpanan aman jaringan aman mau co mumpung ada diskon atau apa susah tau sering banget kaya gitu, dan kalo mau klik apa kadang harus beberapa kali gimana ga jengkel coba padahal jaringan aman penyimpanan juga aman. Tolong lah ini mengganggu banget sampe jengkeelll",1,-1
Bagi penjual... Jika membatalkan pesanan pembeli karna stok habis... Dapat pinalti... Pdhl belum tentu penjual selalu update karna sibuknya... Ini yg saya tdk suka dengan shopee... Udah biaya admin mahal... Sedikit2 pinalti,1,-1
"shopee ini kenapa ya, padahal baru download dan baru mau beli kok kamayk gini, gak pernah make' voucher sebelumnya, ini kenapa yahhhhhh tolong pihak shopee, jelasinn, pake voucher gratis ongkir dan diskon gabisaa gimana ini, gagal mesen trs ada bacaan kamu telah menggunakan promo tapi kan gua baru download gak pernah make promo",2,-1
"cuma aplikasi shopee doang yg lemot, yg lain lancar lancar aja, makin parah mau belanja di shopee jadi susah karna lemot terus Siala mau cekout aja tinggal bayar pake segala ""sedang downloading"" kami sedang memuat fitur .. Ala lemot sialan keburu vocer kehabisan ..",1,-1
"Tiap flash sale slalu error, stok 3 belum ada 5detik udah habis, niat hati mau beliin buat nenek hp, biar uang nya bisa buat keperluan lain, eh kena php mulu 😭 apa terlalu berharap ya... yang udah punya hp malah berebut , yang bisa beli hp mahal² pada berebut, atau emang flash sale model hp cuma tipu tipu ? Bisa lah sesekali giftaway kalau emang bukan tipu tipu 😏",1,-1
"Semenjak shopee punya expedisi sendiri pesanan saya banyak yang di batalkan oleh kurir, tidak di antar ke alamat, percuma gratis ongkir, diskon besar besaran, jika pesanan tidak sampai ke alamat tujuan.",1,-1
"aplikasinya tiba² error,kalo mo buka sesuatu pasti sinyal nya bermasalah,padahal sinyalnya lancar gak ngelag udah nyoba uninstal dulu ttp aja masih ngelag",2,-1
"Apk lemot bukan masalah handphon nya ini memang apk nya yang nggak bagus kalo baru download iya di manja manjain lama"" lemot susah cek out banyak iklan yg gak guna bagusin lagi dong malu sama apk sebelah",2,-1
"TOLONG DONG KENAPA BANYAK BIAYA BIAYA TAMBAHAN SETIAP ORDER SHOPEE FOOD YA??? Ongkir its okay, saya pribadi juga always kasih tip ke driver. Tapi kenapa makin kesini tambahan biaya biaya lainnya sampe 5000 keatas terus ya? Jadi percuma ada GRATIS ONGKIR JUGA",1,-1
"ini shopee kenapa lemot banget sih. padahal dipake buat buka aplikasi lain, game berat, sosial media yang lain aman-aman aja ngga nge lag, tapi pas dipake buat buka shopee selalu aja macet-macet nge lag. memori hp masih banyak, sinyal juga aman, tapi tetep aja nge lag parah, lemot. pernah disaranin buat update tapi juga tetep aja ngga ngaruh. tolong lah diperbaiki, sangat menggangu performa!",1,-1
"Buat ekspedisi spx ekspres,tolong kalo ada paket di antar ya,tiga paket saya gak ada kejelasan sama sekali,malah di balikin ke penjual lagi,gak ada keterangan sama sekali",2,-1
"Saya member platinum Pembelian di batalkan otomatis oleh sistem shopee,pembeli kena imbasnya sistem cod tidak dapat di gunakan,kecuali pembeli yang membatalkan itu baru kesalahan pembeli,itu pesana masih di perjalanan tiba2 di kembalikan lagi ke penjual,karena saya selalu belanja dengan sistem cod,KOMPAIN CS SHOPEE tidak di respon,saya sudah kirim bukti tetap tidak di respon",1,-1
"Member sudah platinum tapi kenapa kredit paylater ga naik naik, pengajuan spinjam juga ditolak terus, padahal paylater ga telat bayar selalu tepat waktu, oh ayolah mohon kerjasamanya dong shopee, "" member platinum selalu diprioritaskan "", zonk ternyata CS juga ga ada bales gmail sama sekali.",1,-1
"gara"" shopee aku belanja terusss tapi barang nya bagus"" trs di kasih tau reting nya biar kita bisa menganalisis lagi barang yang di beli, tapi min... apk nya kek ngelag"" gitu, awalnya aku kira jaringan aku ternyata setiap buka apk ngebug banget, kdg"" katanya jaringannya yang bermasalah padhal jaringan aku baik"" aja tolong ya di perbaiki lagi, aku kdg"" suka emosi dan ga sabaran jadinya",4,1
"Banyak produk Shopee yang tidak sesuai dengan deskripsi, hati hati banyak penipuan, sorry ngasih bintang satu aslinya gak mau ngasih bintang, jijik banget produk apaan itu",1,-1
"semenjak pake spx,pengiriman selalu gagal alasan pembeli tidak bisa di hubungi padahal nomor WA aktif dan yang jelas tidak ada panggilan dari kurir sama sekali.",2,-1
"lama lama limit spaylater gabisa di pake buat apa"" ,padahal gak pernah jatuh tempo dan limit masih banyak, tapi gabisa di pakai untuk pulsa/data dan scan qris.. tolong penjelasannya?? kenapa?",1,-1
"Kenapa pas saya mau cekout gak bisa buat pesanan padahal kalo soal aplikasi nya bagus banget apalagi banyak voucher di shopee, tapi apa gunanya kalo gak bisa di cekout.mohon pihak shopee di perbaiki lagi ya...",3,0
"Kapok belanja di shopee,pengirimannya tidak sesuai estimasi dan terlalu banyak transit dng waktu yg sangat lama,komplain pun susah dan sekalinya bisa komplain castamer servis tidak bisa membantu. Padahal saya belanja masih satu wilayah di Tangerang,tp di barang di bawa muter dulu ke Cakung dan di Cakung transit selama 2 hari , giliran ada barang yg ilang di komplain,lempar sana lempar sini,mana perubahan dan evaluasi shopeee. ??",1,-1
"Aplikasi belanja tidak gajelas. Kuota shopepay latter saya dibekukan padahal hutangnya udah lama lunas, kalo tau di bekukan gini lebih baik gak usah dibayar aja",1,-1
"Tambahkan fitu dark mode,mata saya mudah lelah saat malam hari membuka Shopee!, untuk buka tutup aplikasi sangat lambat sekali, dan iklan shopee di website maupun aplikasi lain tiba2 membuka aplikasi sendiri membuat hp saya lemot!",1,-1
"Pesanan saya dibatalkan seller, Sedangkan saya sdah bayar lewat fitur VA, Uang saya gak dikembaliin. Dicomplan, Pihak Shopee nya BERTELE-BERTELE.!! Jadi sebaiknya belanja di Shopee yg bisa COD saja.!!",1,-1
"kurir gajelas masa udah 2 hari paket saya dalam proses pengiriman,padahal tinggal kirim ke alamat saya saja tapi sudah 2 haru tidak ada kemajuan ,tolong dong kurir nya lebih diperhatikan kerjanya ,masa lebih baik dan cepat pelayanan toko belanja sebelah",1,-1
"Padahal suka sekali dengan Shoppe.. S-pinjam selalu aman,tidak pernah terlambat pembayaran.. TAPI Setelah pembayaran Lunas, diAJUKAN TIDAK BISA. PARAH!!",2,-1
"Saya sering klik brg sudah diterima tp tidak komplit setelah di buka, tolong kasih solusi cara pengembalian barang setelan klik barang diterima jika memang ada pengajuan.. meminimalisir, penjual yg gak jujur",4,1
